Gene;GDI;;;
RPS6KA3;1,417664493;;;
KDM4A;1,417644763;;;
MTMR1;1,417597146;;;
CD84;1,417591793;;;
AZI1;1,41756409;;;
NEK1;1,417498391;;;
NCKIPSD;1,41742874;;;
ZNF85;1,417386379;;;
LEO1;1,41733031;;;
TCTN3;1,417264627;;;
ACBD5;1,417161595;;;
ZNF787;1,41713647;;;
ESF1;1,41675651;;;
ACADSB;1,416598314;;;
MAPK3;1,416531243;;;
HCG18;1,416525844;;;
RNF170;1,416468956;;;
CRKL;1,41645829;;;
ALKBH6;1,416297319;;;
PJA1;1,416287971;;;
KIAA2026;1,416276949;;;
SRP14-AS1;1,416200191;;;
UMPS;1,416126313;;;
SMU1;1,41611804;;;
POLL;1,41604727;;;
SPRY1;1,415987072;;;
UNKL;1,415961464;;;
PCBP1-AS1;1,415883908;;;
TMF1;1,415815394;;;
ARNT;1,415794297;;;
GOT2;1,415763244;;;
AP5Z1;1,415552206;;;
YBEY;1,415501158;;;
ATF7IP;1,415355842;;;
CCDC71;1,415354427;;;
SNX15;1,415187607;;;
TTC32;1,415176111;;;
MARK2;1,41516379;;;
PRMT7;1,41511146;;;
EXOC6;1,415049814;;;
HERC5;1,414850703;;;
IL11RA;1,414809543;;;
CDK5RAP1;1,414807433;;;
ATN1;1,414771886;;;
ZNF582;1,414616524;;;
PPP1R16B;1,414604024;;;
CHST14;1,414579212;;;
RFXAP;1,414526076;;;
PARD6A;1,41439805;;;
THAP9-AS1;1,414321867;;;
EXOSC10;1,414255198;;;
WDFY1;1,414160087;;;
EIF5A2;1,414111892;;;
ADCK1;1,414105916;;;
POLK;1,41389496;;;
NFYB;1,413889548;;;
ZBED5;1,413807129;;;
VPS37A;1,413744826;;;
CBY1;1,413731423;;;
FAM217B;1,413619373;;;
TRAPPC8;1,413611367;;;
D2HGDH;1,413582634;;;
KCNK12;1,413489789;;;
CKAP5;1,413461629;;;
OGFOD2;1,413409645;;;
ANO10;1,413325609;;;
TMEM237;1,413321035;;;
ARRDC3;1,413102536;;;
ENTPD3-AS1;1,413093427;;;
SDE2;1,413077839;;;
PCNT;1,412846817;;;
ZNF701;1,412774572;;;
VPS11;1,412733495;;;
CRK;1,412660733;;;
CTD-2368P22,1;1,412656614;;;
ZNF91;1,412650328;;;
PARP6;1,412605095;;;
PVRIG;1,412409687;;;
SLAIN2;1,412399477;;;
SEMA4C;1,412336493;;;
CREBRF;1,412298448;;;
SLMAP;1,412288276;;;
PBRM1;1,412246859;;;
FAM216A;1,412222246;;;
ZNF451;1,412208691;;;
XRCC6BP1;1,412190235;;;
GRAMD3;1,412182235;;;
UFSP2;1,412158822;;;
SLC48A1;1,412104612;;;
GCFC2;1,412092565;;;
LAS1L;1,411960134;;;
ANKRD26;1,411831429;;;
PECR;1,411787445;;;
AL139099,1;1,411731209;;;
RRP1B;1,411536616;;;
SPHK2;1,411355047;;;
UBXN10-AS1;1,411296624;;;
ZDHHC6;1,411254975;;;
AC027763,2;1,411154183;;;
LINC00339;1,411146602;;;
ZNF395;1,411055369;;;
RBM12;1,41101537;;;
FAM175B;1,41094653;;;
NIP7;1,410834708;;;
FAF2;1,410706638;;;
GTDC1;1,410660333;;;
VCPIP1;1,410607876;;;
CTC-273B12,10;1,410433373;;;
MBNL1-AS1;1,41039396;;;
ZNF34;1,41028274;;;
SLC33A1;1,410258551;;;
ZNF559;1,409911069;;;
NDUFAF5;1,40988419;;;
TMCO4;1,409559884;;;
HIST1H4J;1,409503518;;;
BRWD1;1,40928801;;;
MATN1-AS1;1,409284074;;;
RUNDC1;1,40926088;;;
STIM2;1,409213874;;;
ELAC2;1,409198376;;;
OSBP;1,409165423;;;
TASP1;1,409165074;;;
ZNF513;1,408972985;;;
AC025171,1;1,40883846;;;
SLC7A6OS;1,40882359;;;
POLR2B;1,408589262;;;
KIAA0020;1,408515327;;;
VPS45;1,408484903;;;
C21orf119;1,408482337;;;
TIMM21;1,408482079;;;
TOP3B;1,408439373;;;
EIF4E3;1,408393608;;;
SF3B3;1,408376572;;;
ZNF264;1,40834191;;;
RP11-473M20,14;1,40831255;;;
PHACTR2;1,408235393;;;
MAPK9;1,408229935;;;
NOLC1;1,408150208;;;
RRP15;1,408037556;;;
ADARB1;1,407994775;;;
FAM24B;1,407959617;;;
PNPT1;1,407925242;;;
BAP1;1,407797165;;;
FAM174A;1,40774;;;
SUPT20H;1,407668137;;;
TMEM177;1,407620649;;;
KBTBD2;1,407554361;;;
RWDD2B;1,407434111;;;
LIG1;1,40734306;;;
MTA3;1,407326917;;;
ZNF48;1,40726689;;;
AC002467,7;1,407237151;;;
DDX51;1,407213599;;;
CYP20A1;1,40715583;;;
ZMYM4;1,406998846;;;
CAMSAP1;1,406964824;;;
WBSCR16;1,406961632;;;
YIPF2;1,406908641;;;
IQCH-AS1;1,406850552;;;
UHMK1;1,406812283;;;
GPRIN3;1,406746193;;;
FKBPL;1,406728341;;;
DSCR3;1,406664157;;;
METTL17;1,406654767;;;
CEBPE;1,406647769;;;
ZC3H7A;1,406401845;;;
BPHL;1,406302101;;;
TIMM10B;1,406239735;;;
ALG6;1,406222444;;;
CTBP1-AS2;1,406200927;;;
MFAP1;1,406194624;;;
RP11-109G23,3;1,406134638;;;
NDFIP2;1,406007313;;;
TCF12;1,406005787;;;
DDHD2;1,405854794;;;
LIPE;1,405844511;;;
ANKRA2;1,405722192;;;
TSPAN31;1,405641931;;;
ZCCHC8;1,405621348;;;
AASDHPPT;1,405543977;;;
USP19;1,405532813;;;
RNF14;1,405445765;;;
SIDT1;1,405388816;;;
ZNF141;1,40528344;;;
TTC22;1,405240964;;;
UPRT;1,405198298;;;
TLCD1;1,405160226;;;
NCOA6;1,40485601;;;
FLNB;1,404739828;;;
INTS8;1,404715092;;;
USP51;1,404699547;;;
PREP;1,404659943;;;
RBM34;1,404591009;;;
ITPRIP;1,404577919;;;
MIR4519;1,404535594;;;
KBTBD7;1,404491949;;;
SIRT5;1,404404893;;;
MSANTD3;1,404332042;;;
DIS3;1,404325952;;;
MED14;1,404169921;;;
TARDBP;1,404165834;;;
RPUSD4;1,404151133;;;
PREPL;1,404032619;;;
ARHGEF6;1,404014073;;;
NOS3;1,403987686;;;
APOLD1;1,403986927;;;
VEZF1;1,403985168;;;
CHD6;1,403925596;;;
SPSB2;1,403896069;;;
SOS2;1,403859196;;;
TNFAIP1;1,403784579;;;
GNG10;1,40374437;;;
ACTR6;1,403702167;;;
ATG10;1,403666229;;;
VKORC1L1;1,403543235;;;
MTL5;1,403480814;;;
TEX261;1,403467805;;;
HERC2;1,403442092;;;
COQ3;1,403429255;;;
INTS12;1,403409313;;;
GATSL3;1,403332355;;;
CREBZF;1,40321134;;;
CDK9;1,403061241;;;
WDR44;1,40290881;;;
HLA-G;1,402738827;;;
DCAF15;1,402589103;;;
ZNF567;1,402581056;;;
RP11-637A17,2;1,402560465;;;
GOLGA8B;1,402407394;;;
FEM1C;1,402312922;;;
TOPBP1;1,402300316;;;
ZNF837;1,402200511;;;
AC003075,4;1,401868034;;;
USP24;1,401857087;;;
PTDSS2;1,401731804;;;
PDCL;1,401724213;;;
PPP1R3D;1,401642681;;;
SLC25A25;1,401583416;;;
TXLNA;1,401558897;;;
CTA-211A9,5;1,401465148;;;
CHFR;1,401459695;;;
THAP3;1,401236256;;;
GLS;1,401218717;;;
RAB5B;1,401203977;;;
PURB;1,401197953;;;
RRAGB;1,401169366;;;
C7orf60;1,40116924;;;
PPP2R5B;1,401134702;;;
C22orf46;1,401129512;;;
MIS18A;1,401050033;;;
TEFM;1,401030225;;;
FANCF;1,401007099;;;
ALG1;1,400983516;;;
NSUN4;1,400961247;;;
AC062017,1;1,400947764;;;
DIABLO;1,400792724;;;
STAM;1,400716227;;;
N4BP1;1,400700893;;;
KLHDC10;1,400642518;;;
NUP54;1,400581619;;;
TADA2A;1,400576559;;;
PWWP2A;1,400528502;;;
C5orf55;1,400514713;;;
HLTF;1,400504391;;;
PHACTR4;1,400462071;;;
DDX59;1,40043543;;;
AMFR;1,400370911;;;
TAF1C;1,400370475;;;
ANKRD54;1,400338588;;;
PTCH1;1,400298817;;;
XXYLT1;1,400207189;;;
ZNF668;1,400193499;;;
CDK6;1,400149872;;;
TRMT2A;1,400083734;;;
ERMARD;1,400073989;;;
RAD18;1,400029436;;;
GEMIN2;1,399703693;;;
LCORL;1,399617548;;;
ZNF652;1,399530649;;;
NUS1;1,399245762;;;
FAM193A;1,399242545;;;
KIF3A;1,399191626;;;
FGFR1;1,399150499;;;
TIPARP-AS1;1,399022861;;;
SKIV2L2;1,398946444;;;
CUL1;1,398895533;;;
ALKBH4;1,398782788;;;
SKP2;1,398775006;;;
SLC41A3;1,398761642;;;
RHBDD1;1,398707852;;;
QSOX2;1,398682064;;;
NUP50;1,39864063;;;
ZNF781;1,398565351;;;
ELL;1,398466951;;;
C2CD2L;1,398408621;;;
MAVS;1,398316009;;;
ACADS;1,398267949;;;
PTBP3;1,398189096;;;
RAB39B;1,398122607;;;
TDG;1,397996657;;;
KIAA1324;1,397829056;;;
ZNF350;1,397591642;;;
TRMT10B;1,397578767;;;
TRMT61B;1,397473966;;;
RP11-350G8,5;1,397380762;;;
OSGEPL1;1,397290261;;;
CCDC146;1,397285806;;;
EDRF1;1,397186789;;;
POLR1C;1,396995318;;;
MEN1;1,396920772;;;
PGBD2;1,396883458;;;
GART;1,396837105;;;
LMBR1L;1,396814949;;;
DGCR14;1,396813044;;;
TRAPPC13;1,396770569;;;
FOPNL;1,396575845;;;
TMEM30A;1,396538405;;;
A1BG-AS1;1,396500392;;;
COPS7B;1,396497663;;;
ORAOV1;1,396388435;;;
TRANK1;1,396385656;;;
PHRF1;1,396262862;;;
ZADH2;1,39622425;;;
JMJD8;1,396188609;;;
NME6;1,396180584;;;
MTA1;1,396126024;;;
ACAD9;1,39607086;;;
TSR1;1,396043817;;;
IARS;1,395931256;;;
DPH2;1,395886156;;;
MAU2;1,395861706;;;
TMEM187;1,395859028;;;
ZNF566;1,395677611;;;
TOM1L2;1,395665109;;;
USP36;1,395541327;;;
TCOF1;1,395463482;;;
RELL2;1,395365993;;;
HSPA1B;1,395331392;;;
ASCC3;1,395206191;;;
CCDC82;1,39512651;;;
DUSP18;1,395069857;;;
CASC3;1,395035417;;;
MED6;1,394907973;;;
IBTK;1,394895318;;;
CEP290;1,394781691;;;
IKBKB;1,394719117;;;
KCTD2;1,394710465;;;
TMEM39A;1,39469644;;;
PANX1;1,394661789;;;
POLR3E;1,394641057;;;
ETAA1;1,394598078;;;
LIMK2;1,394463914;;;
ABCD3;1,394428848;;;
HUS1;1,394331981;;;
RP11-356I2,4;1,394212777;;;
SPIN2B;1,394175733;;;
ZXDC;1,39416698;;;
PIAS4;1,394121901;;;
TJAP1;1,394047312;;;
ASCC1;1,393999171;;;
SMN1;1,393883307;;;
TMEM50B;1,393771837;;;
GTPBP10;1,393759412;;;
POGK;1,393743388;;;
CAPN7;1,39374236;;;
UBE2H;1,393570938;;;
RP13-270P17,3;1,393562911;;;
NBAS;1,393541095;;;
XIAP;1,393474103;;;
ZNF586;1,393457108;;;
E4F1;1,393402369;;;
GRPEL2;1,393395974;;;
USP39;1,393181575;;;
ARNTL;1,393127938;;;
WSB2;1,392990828;;;
ZNF675;1,392982608;;;
FAM122A;1,392793084;;;
CHCHD6;1,392730306;;;
AGFG1;1,392679032;;;
LRRC61;1,392668934;;;
HMBOX1;1,392566954;;;
UNK;1,392561037;;;
FBXL3;1,392532952;;;
ZNF784;1,392410752;;;
RP11-22P6,2;1,392282878;;;
ATF6;1,392211479;;;
NCOA5;1,39219248;;;
NAP1L3;1,392140639;;;
ABCF2;1,392052481;;;
HACL1;1,392024859;;;
REEP6;1,391827236;;;
TPP2;1,391789538;;;
GNA13;1,391770354;;;
FAM168B;1,391691239;;;
C21orf91;1,391664276;;;
RASGRF2;1,39158612;;;
BCL9L;1,39157759;;;
RAD1;1,391573587;;;
RP11-146F11,1;1,391509251;;;
PPARA;1,391496404;;;
CCDC97;1,39135954;;;
ZC3H11A;1,391351343;;;
CTCF;1,391343003;;;
METTL3;1,391220657;;;
CCDC58;1,391190325;;;
MORC3;1,391167345;;;
EFNA3;1,39102585;;;
DDX47;1,390987677;;;
RIPK1;1,390898821;;;
PPIL2;1,39088437;;;
IL17RC;1,390814863;;;
KIAA0922;1,390661443;;;
BTD;1,390646141;;;
SLC44A1;1,390596838;;;
ZC3H7B;1,390505271;;;
RPP14;1,390467615;;;
MOCS2;1,390464387;;;
MCFD2;1,390449917;;;
PEX19;1,390385431;;;
PLEKHA3;1,390172697;;;
ATXN2;1,39016655;;;
TYSND1;1,390156955;;;
TTLL12;1,390119792;;;
KPNA4;1,390079631;;;
HMGN4;1,390012461;;;
KANSL1-AS1;1,3900047;;;
AC109826,1;1,389935925;;;
TBC1D2B;1,389919631;;;
ZNF576;1,389908564;;;
SOS1;1,389907815;;;
AP1AR;1,389659866;;;
PIGV;1,389647874;;;
ATP9B;1,389233161;;;
RMND5A;1,389223755;;;
RAB22A;1,389213703;;;
FAM211A;1,389174685;;;
SIKE1;1,389113204;;;
ZC3H18;1,389094109;;;
TULP3;1,388995512;;;
PARN;1,388993874;;;
GSPT2;1,388915143;;;
ZFP62;1,388774088;;;
CEP350;1,388770408;;;
TCEANC2;1,388722166;;;
TAMM41;1,388655161;;;
NUBPL;1,388517733;;;
RBM43;1,388481;;;
CKMT2-AS1;1,38847043;;;
TAB2;1,388398805;;;
ENTPD6;1,388322995;;;
BICD1;1,388275839;;;
PODXL2;1,388252987;;;
FOXN2;1,388246761;;;
AC021860,1;1,388236545;;;
THADA;1,388074107;;;
FAM126B;1,387947932;;;
RCL1;1,387935113;;;
ATAD3A;1,387815977;;;
NARS2;1,387735582;;;
PMPCA;1,387710307;;;
MED21;1,387700254;;;
KIAA0232;1,387687334;;;
ABCF3;1,387657647;;;
ZNF836;1,387478972;;;
ZCWPW1;1,387425272;;;
TMSB4X;1,387269624;;;
MTMR4;1,38725328;;;
IZUMO4;1,387218762;;;
KANSL3;1,387217224;;;
ARMCX5;1,387162601;;;
C17orf85;1,387135739;;;
MCEE;1,387097989;;;
MAP2K6;1,387093905;;;
USP47;1,387085602;;;
MTO1;1,387077502;;;
RBM19;1,386921748;;;
PHF6;1,386841512;;;
PROSER1;1,386833513;;;
SYT5;1,386785033;;;
ZDHHC13;1,386648905;;;
RAB40B;1,386646693;;;
ZNF419;1,386578204;;;
GABPB2;1,386509885;;;
POC1B;1,386436969;;;
RAP2C;1,386415679;;;
TLDC1;1,386018361;;;
SDCCAG3;1,385949748;;;
CXorf56;1,385917803;;;
RP11-112J3,16;1,385893168;;;
SPTY2D1;1,385852918;;;
SLC46A3;1,385846328;;;
ATXN1L;1,385741878;;;
ACSL3;1,385605894;;;
RDH5;1,38547424;;;
AMPD3;1,38532082;;;
LRFN1;1,385276033;;;
WDR53;1,385129648;;;
ATG4A;1,38499975;;;
ZNF136;1,384881095;;;
TMEM159;1,384738656;;;
RRP9;1,384615932;;;
NEDD1;1,384578149;;;
FOXO4;1,384562751;;;
CCDC41;1,38456171;;;
BCKDHA;1,384329539;;;
GLE1;1,384277348;;;
LRRC28;1,384257031;;;
CRY2;1,38419383;;;
RITA1;1,384169357;;;
ZBTB17;1,384168246;;;
S100PBP;1,384144323;;;
KLHL22;1,384122;;;
REM2;1,384055108;;;
COG7;1,384048886;;;
BBS2;1,384044789;;;
SMIM8;1,383988993;;;
MUS81;1,383851885;;;
ZNF500;1,383846048;;;
RABL2B;1,383792417;;;
AFF1;1,383686873;;;
TMEM192;1,38360317;;;
NHLRC4;1,383594554;;;
CTR9;1,383548212;;;
ILVBL;1,383528393;;;
ADCK4;1,383414878;;;
RAPGEF6;1,383414657;;;
ZMAT3;1,383333574;;;
RCC1;1,383304704;;;
SLC35E3;1,383270856;;;
LDB1;1,383188098;;;
LETM1;1,38302884;;;
JMJD4;1,383012012;;;
ZNF273;1,382999457;;;
GNPDA1;1,382797873;;;
RBAK-RBAKDN;1,382726486;;;
MSL2;1,382628124;;;
RP11-296O14,3;1,382623924;;;
PPIP5K2;1,382599832;;;
FGFR1OP;1,382498217;;;
IFT88;1,382459748;;;
DYNC1LI2;1,382432563;;;
SLC16A7;1,382264429;;;
RBM14;1,382264269;;;
CEP70;1,382242483;;;
EXOC4;1,382065305;;;
RABGAP1;1,381973586;;;
TEPP;1,381910028;;;
TIMM44;1,381831542;;;
BRPF1;1,381682995;;;
MAP3K2;1,381560098;;;
ZNHIT2;1,381471708;;;
PAM16;1,381442445;;;
ZNF720;1,381310244;;;
MORC4;1,38124732;;;
PPAT;1,381241567;;;
FBXL12;1,381231035;;;
ISG20L2;1,381117324;;;
CCDC127;1,381062318;;;
MSL1;1,381057656;;;
ARHGAP35;1,381054136;;;
ZNF362;1,381049797;;;
TMCO6;1,380962493;;;
PPFIBP2;1,380882893;;;
GPATCH2L;1,380825876;;;
POFUT2;1,38082005;;;
STRIP1;1,38079009;;;
SEC23B;1,380759645;;;
CTD-2521M24,9;1,380746068;;;
KAT6B;1,380539887;;;
FASN;1,380504161;;;
CTD-3074O7,5;1,380233931;;;
RP11-708J19,1;1,380220304;;;
ANK3;1,380196072;;;
KLHL28;1,380133876;;;
CLASP2;1,38013374;;;
RP11-493L12,4;1,380093188;;;
ZNFX1;1,380020109;;;
CD200R1;1,379960059;;;
KIAA0196;1,379921189;;;
RALGAPA1;1,379904354;;;
STAMBPL1;1,379831671;;;
ATE1;1,379827778;;;
TMEM41B;1,379794335;;;
CD2AP;1,379623778;;;
ADC;1,379574245;;;
ENO1-AS1;1,379549333;;;
C17orf80;1,379499929;;;
TMEM8A;1,379486801;;;
CBWD6;1,379444544;;;
LANCL2;1,379440404;;;
MYNN;1,37938371;;;
SRFBP1;1,379337622;;;
RP11-572O17,1;1,379308339;;;
CRTC1;1,379240655;;;
NUDT9;1,379229726;;;
FBXO3;1,379087367;;;
MON2;1,379010717;;;
RP11-70P17,1;1,379001466;;;
TRMU;1,378973215;;;
RP11-635N19,1;1,378721198;;;
RC3H2;1,378692039;;;
IGHMBP2;1,378571617;;;
MKS1;1,378571544;;;
PRKAA1;1,378567116;;;
VWA8;1,378398985;;;
DSTYK;1,378331397;;;
ABCD4;1,37827789;;;
SNAPC1;1,378255454;;;
IFT46;1,378178254;;;
NPHP3;1,378138923;;;
IARS2;1,37810384;;;
CLASP1;1,378067822;;;
CTD-3138B18,5;1,378002068;;;
RNF6;1,377930961;;;
ZNF550;1,377869602;;;
FBXO42;1,37779353;;;
ANKRD37;1,377720639;;;
GPATCH3;1,377688467;;;
UBR5;1,377623604;;;
RAD51D;1,377597858;;;
UBE3B;1,377576503;;;
CPSF4;1,377201789;;;
KBTBD4;1,377182449;;;
TRNT1;1,377158815;;;
WWOX;1,377141636;;;
ZNF599;1,377134901;;;
AC018816,3;1,377110281;;;
TARS2;1,377003803;;;
DTWD1;1,376970655;;;
ABCC1;1,376915033;;;
B3GNT1;1,376908026;;;
WASH4P;1,376864268;;;
NEK9;1,376858482;;;
ZNF639;1,376551552;;;
AHSA2;1,376475582;;;
ZNF107;1,376453071;;;
LRRC58;1,376423599;;;
TRAPPC9;1,376382407;;;
PIK3C2A;1,37634011;;;
LMBRD2;1,376122872;;;
L3HYPDH;1,376059382;;;
ATG14;1,376056003;;;
ZC3H12A;1,376052337;;;
NXPE3;1,376014412;;;
ADCK2;1,375936371;;;
METAP1;1,375917374;;;
PPP1R15B;1,375827956;;;
HYPK;1,375713186;;;
PHF8;1,375686207;;;
PUS7L;1,375622028;;;
GOSR1;1,375568638;;;
C9orf156;1,375478703;;;
ZNF384;1,375460833;;;
ACAD10;1,375272602;;;
RPAP2;1,375220268;;;
MED24;1,375164675;;;
ORC4;1,375122245;;;
DUSP28;1,375031299;;;
TRAF2;1,37492311;;;
NDUFAF7;1,374864658;;;
AGAP6;1,374843291;;;
PPME1;1,374801587;;;
MEMO1;1,374800669;;;
MTERFD3;1,374666056;;;
KIAA1731;1,374647238;;;
DDX58;1,374635149;;;
ZC3H14;1,374568791;;;
FAM50B;1,37456686;;;
PIKFYVE;1,37449435;;;
WDR89;1,374475828;;;
MTRR;1,374449554;;;
CTD-2020K17,1;1,374117741;;;
MTG1;1,374110523;;;
TPRG1L;1,374096825;;;
PICK1;1,373855058;;;
YIPF6;1,373831409;;;
UTP23;1,373794405;;;
DDX19A;1,373668879;;;
ZNF3;1,373596655;;;
RAB28;1,373529459;;;
ZBTB14;1,37343815;;;
CAB39;1,373437331;;;
MAP7D3;1,37342538;;;
ZNF202;1,373386779;;;
TSPAN17;1,373375755;;;
APC;1,373375053;;;
RP11-327P2,5;1,373331935;;;
CAPN10;1,373238348;;;
ABHD10;1,373147461;;;
C5orf51;1,372997984;;;
TARS;1,372849542;;;
DCAF4;1,37280306;;;
TUG1;1,372726125;;;
RP11-1017G21,5;1,3726919;;;
CSNK2A2;1,372593759;;;
SMEK1;1,372505362;;;
HINFP;1,372427855;;;
RP11-773D16,1;1,372414711;;;
SH3BP5L;1,372405716;;;
TRAPPC2;1,372369946;;;
VILL;1,372355402;;;
FECH;1,372354183;;;
RC3H1;1,372108332;;;
METTL20;1,372058922;;;
AL645728,1;1,372038626;;;
ALDH6A1;1,372020611;;;
RGMB;1,372006411;;;
SHPRH;1,371878218;;;
PHYH;1,371816882;;;
PPP6R3;1,3717185;;;
PDXDC1;1,371665255;;;
INTS6;1,371581678;;;
ATP8A1;1,371557578;;;
SLC25A35;1,371506462;;;
VCPKMT;1,371392088;;;
SP2;1,371238242;;;
UCK1;1,371231182;;;
PELO;1,371226844;;;
USP33;1,371224576;;;
MAN2B2;1,371175416;;;
TMEM185B;1,371007824;;;
COQ6;1,370969559;;;
NSUN2;1,370800071;;;
TMEM87B;1,370696188;;;
RP3-395M20,9;1,370668563;;;
UBE3D;1,37046025;;;
SACM1L;1,370452241;;;
RP11-334C17,5;1,370386285;;;
UFSP1;1,370332987;;;
LINC00094;1,370269831;;;
WDR55;1,370216679;;;
TERF2;1,370177233;;;
VHL;1,370113528;;;
TAF8;1,370010525;;;
POGZ;1,369970005;;;
PCIF1;1,369768111;;;
CRCP;1,369662012;;;
KLC2;1,369564697;;;
ZNF280D;1,369433074;;;
EPT1;1,369216737;;;
KIAA0947;1,369138357;;;
ZNF582-AS1;1,369121079;;;
SLC25A36;1,368949601;;;
HIPK1;1,368855112;;;
UBXN7;1,368845989;;;
DNAJC21;1,368707611;;;
CALU;1,368658701;;;
RP11-488C13,5;1,368658144;;;
TOE1;1,368654104;;;
ATXN7L3;1,368643969;;;
ARL13B;1,368588675;;;
SS18;1,368448484;;;
ZER1;1,368441022;;;
PPP2R2D;1,368392276;;;
PCNXL4;1,368232547;;;
CTB-133G6,1;1,368195977;;;
PTAR1;1,368057376;;;
PDS5A;1,367993293;;;
CROT;1,367962834;;;
RP11-58E21,3;1,367729567;;;
SLC39A13;1,367596938;;;
TMEM131;1,367567701;;;
ZNF786;1,367559213;;;
AP001258,4;1,367551565;;;
SURF6;1,367544872;;;
ZNF180;1,367535313;;;
H3F3C;1,367467256;;;
PHC3;1,367406642;;;
FAM114A2;1,367278148;;;
HIVEP2;1,366993476;;;
MED31;1,366902319;;;
CDK17;1,366788385;;;
SLC39A6;1,366780995;;;
PRRT3;1,36675407;;;
ZNF575;1,366706309;;;
ZNF664;1,366700274;;;
RBM26;1,366532694;;;
DHCR7;1,36650567;;;
TM9SF3;1,366473017;;;
DDX55;1,366463129;;;
ST7L;1,366455941;;;
METTL13;1,366427515;;;
RP4-539M6,22;1,366423703;;;
UGGT1;1,366374999;;;
PPP2CB;1,366237099;;;
RABL3;1,366148365;;;
THOC1;1,366090345;;;
HECTD3;1,366056656;;;
KATNB1;1,36605516;;;
C19orf82;1,366041844;;;
LINC00847;1,365996688;;;
CLPX;1,365943887;;;
AIDA;1,365771013;;;
GABPA;1,365730202;;;
CES2;1,365730168;;;
ERCC3;1,365642555;;;
TMEM99;1,365605141;;;
WDR20;1,365590479;;;
ZSCAN16;1,365556142;;;
AZIN1;1,365512767;;;
ZNF319;1,365494755;;;
ABL1;1,365494544;;;
EXOC5;1,365486546;;;
KIFC2;1,365477107;;;
CTC-250I14,6;1,365467316;;;
SMARCAL1;1,365463787;;;
MYO9A;1,36540053;;;
ZNF606;1,365336191;;;
MBD1;1,365221048;;;
VAMP4;1,365179619;;;
MIR4458HG;1,365133291;;;
CHTF18;1,364944184;;;
RP5-1136G13,2;1,364921758;;;
WDR27;1,364893152;;;
PPP1CB;1,364756789;;;
ARRDC5;1,364755762;;;
DZIP3;1,364748984;;;
TRIM5;1,364619895;;;
TMEM186;1,364589722;;;
FAM210B;1,364569546;;;
NR2F6;1,36453845;;;
DPH7;1,364368074;;;
SNRNP48;1,364258946;;;
PCGF6;1,364255444;;;
LRRCC1;1,364217486;;;
ZNF746;1,364195313;;;
EPC2;1,364195186;;;
ABHD13;1,364111069;;;
CRYZ;1,363991725;;;
KPNA1;1,363940575;;;
RQCD1;1,363911088;;;
SAMD9;1,363799004;;;
POLR3D;1,363676594;;;
SPECC1L;1,363625223;;;
TRIP11;1,363607044;;;
RP11-500C11,3;1,363582452;;;
CEP250;1,363575891;;;
PPP2R5E;1,363568459;;;
DHX37;1,363296517;;;
ZDHHC8;1,363120774;;;
HINT3;1,363108907;;;
MON1A;1,363094295;;;
PIGU;1,363019731;;;
ZNF140;1,362973999;;;
PDSS2;1,36295768;;;
CARNS1;1,362697337;;;
SMIM13;1,362658177;;;
BUD13;1,362628375;;;
PRIM2;1,362548241;;;
OPA3;1,362545977;;;
AP5M1;1,362510938;;;
CEP104;1,362468118;;;
LIPT2;1,362347947;;;
CSTF2T;1,362326697;;;
ZNF324;1,362297849;;;
PCYOX1;1,362273646;;;
R3HCC1L;1,362206306;;;
LRPPRC;1,362183116;;;
ZNF281;1,362121097;;;
KLHL9;1,362021953;;;
C12orf66;1,362021612;;;
PAAF1;1,36194612;;;
HMGXB3;1,361919958;;;
ZNF354B;1,361694191;;;
MPHOSPH9;1,36158867;;;
ARHGEF19;1,361542218;;;
SPATA7;1,361476957;;;
SCYL2;1,361464729;;;
CSPP1;1,361412686;;;
PYCRL;1,36134374;;;
TMEM181;1,361335587;;;
WDR75;1,361271892;;;
UBXN2B;1,361231968;;;
SAP30L;1,361193175;;;
AK1;1,361026565;;;
RP11-318E3,9;1,361015162;;;
TIMM8A;1,360959301;;;
SOAT1;1,360935832;;;
PHF12;1,360862921;;;
DHRS13;1,360703007;;;
PRIMPOL;1,360601692;;;
PSMD5;1,360598762;;;
PSMD10;1,360579725;;;
CLDN15;1,360546098;;;
RBM10;1,360530185;;;
PDE6B;1,360403527;;;
CNPY4;1,360365826;;;
C3orf17;1,36028897;;;
NFS1;1,36025382;;;
R3HDM1;1,360248446;;;
PKNOX1;1,360246603;;;
MIEF1;1,360150818;;;
ESCO1;1,360144665;;;
NDRG3;1,36003434;;;
FAM172A;1,359932379;;;
UBLCP1;1,359838528;;;
DPP8;1,359798647;;;
RAB40C;1,359713789;;;
DPF2;1,359605438;;;
FCHSD1;1,359570404;;;
SKIV2L;1,359533525;;;
COIL;1,359228254;;;
INSIG2;1,359203576;;;
FBXO25;1,35908054;;;
CTNNB1;1,35907963;;;
YTHDC2;1,359006344;;;
PIGL;1,358945794;;;
TBC1D14;1,358940562;;;
NAPA-AS1;1,358847398;;;
NUP98;1,358820185;;;
C9orf85;1,358790615;;;
PELP1;1,358752916;;;
HABP4;1,358707641;;;
PIP5K1A;1,358690109;;;
RPRD2;1,358658965;;;
EXOC2;1,358640982;;;
ATXN7L1;1,358616036;;;
TP53BP2;1,358607288;;;
PIK3C3;1,358522133;;;
ELP3;1,358509117;;;
SRSF10;1,358360722;;;
